id,gender,age,occupation,zip
3578,1,6,4,96714
3579,1,2,1,32219
3580,2,2,4,32219
3581,1,2,2,57382
3582,2,4,1,52405
3583,2,3,10,41075
3584,1,2,1,76543
3585,1,4,21,60640
3586,1,4,21,60640
3587,1,4,4,93611
3588,1,3,3,90068
3589,2,5,1,80010
3590,2,2,16,02115
3591,1,4,7,96158
3592,2,7,3,99701
3593,2,3,10,53719
3594,1,1,1,02322
3595,1,3,1,85024
3596,2,4,5,19104
3597,1,3,18,55446
3598,1,7,2,90210
3599,1,3,17,97378
3600,1,4,21,94506
3601,2,4,4,95405
3602,1,3,13,55443
3603,2,4,8,78704
3604,2,1,11,02879
3605,1,2,13,60640
3606,2,3,16,02445
3607,1,4,18,32506
3608,2,4,10,02879
3609,2,3,18,48239
3610,1,2,7,30064
3611,1,3,3,84321
3612,1,3,15,29609
3613,1,3,1,37205
3614,1,3,1,45458
3615,1,3,18,76028
3616,1,5,1,33759
3617,1,4,8,49034
3618,1,7,18,22657
3619,1,6,17,97116
3620,1,3,8,94117
3621,1,2,5,33023
3622,1,2,2,02446
3623,1,4,12,43209
3624,1,3,13,60068
3625,1,2,11,48439
3626,1,3,18,75075
3627,2,4,2,85287
3628,1,3,8,78731
3629,2,6,8,10022
3630,1,2,5,77005
3631,1,2,5,77005
3632,1,6,12,33881
3633,1,4,19,60441
3634,1,6,2,88001
3635,1,6,2,60062
3636,1,3,1,06708
3637,1,3,7,94127
3638,1,3,3,90038
3639,1,2,5,78250
3640,1,4,8,02370
3641,1,3,1,92008
3642,2,3,8,98188
3643,1,3,18,22302
3644,2,3,12,53711
3645,1,4,18,97232
3646,1,4,21,98106
3647,1,3,8,80202
3648,1,2,5,85210
3649,2,3,1,94115
3650,1,3,1,60611
3651,1,3,15,98103
3652,1,3,13,94608
3653,1,2,16,96661
3654,1,3,18,94901
3655,2,3,8,94121
3656,2,5,6,34610
3657,1,2,18,95121
3658,2,3,8,07090
3659,1,2,5,29649
3660,1,4,8,15137
3661,1,4,13,08852
3662,1,4,17,08753
3663,2,4,10,17055
3664,2,4,2,94043
3665,1,3,1,95903
3666,1,5,1,68144
3667,2,1,11,10706
3668,2,5,8,33324
3669,1,3,15,60148
3670,1,5,15,55123
3671,1,3,5,98102
3672,1,4,6,08406
3673,1,3,3,10003
3674,1,3,21,29205
3675,1,4,8,06680
3676,2,4,13,48109
3677,2,3,13,06906
3678,1,3,1,06880
3679,1,3,5,68108
3680,2,3,2,94939
3681,1,3,8,29662
3682,2,6,2,10706
3683,1,3,3,30606
3684,1,3,18,83713
3685,1,3,6,55100
3686,1,3,8,48070
3687,2,6,2,62221
3688,1,2,7,21202
3689,1,3,1,80906
3690,1,2,1,63116
3691,1,3,8,21030
3692,1,4,18,89147
3693,1,3,16,94062
3694,1,3,13,28227
3695,1,3,3,98502
3696,1,4,8,19149
3697,1,3,16,68516
3698,1,3,8,53202
3699,2,7,4,30127
3700,1,3,15,10021
3701,1,4,2,92614
3702,1,4,16,53095
3703,1,2,13,97402
3704,2,4,1,04255
3705,1,5,8,30076
3706,1,3,13,46725
3707,2,2,1,34744
3708,1,7,8,30097
3709,1,3,13,89502
3710,1,1,11,02818
3711,1,4,1,32506
3712,1,3,18,60042
3713,2,3,8,22201
3714,1,3,18,92111
3715,1,2,6,55428
3716,1,2,13,36115
3717,1,4,18,94533
3718,1,6,18,07728
3719,1,3,2,39759
3720,1,5,8,43065
3721,1,3,16,94065
3722,1,3,19,80538
3723,1,3,15,53048
3724,1,4,7,77083
3725,1,2,5,32608
3726,1,3,18,92882
3727,1,4,8,74401
3728,1,2,5,07030
3729,1,2,5,20037
3730,1,3,2,48911
3731,1,3,18,67443
3732,1,3,18,60153
3733,1,2,5,02777
3734,1,2,5,77840
3735,1,3,1,10009
3736,1,4,2,44242
3737,1,3,15,37127
3738,1,5,8,01904
3739,1,7,12,48070
3740,1,2,6,55116
3741,1,3,1,96818
3742,1,3,1,90266
3743,2,4,8,89128
3744,1,3,1,60645
3745,2,3,10,49442
3746,1,3,6,54703
3747,1,5,14,89109
3748,1,2,5,02026
3749,2,3,1,60664
3750,2,2,5,94116
3751,2,4,13,55555
3752,2,2,2,86314
3753,1,3,8,42518
3754,1,7,8,94612
3755,2,6,15,08810
3756,1,2,13,53188
3757,1,3,8,92612
3758,2,4,6,02021
3759,1,4,7,54751
3760,1,6,1,55128
3761,1,3,18,27613
3762,1,6,7,11746
3763,1,3,3,98502
3764,1,3,2,06111
3765,2,6,4,34744
3766,2,2,2,45458
3767,1,3,1,94305
3768,1,3,5,86314
3769,1,3,16,02446
3770,2,4,4,50322
3771,1,3,2,14982
3772,1,4,18,06074
3773,1,4,7,50265
3774,1,3,1,52556
3775,1,4,13,14619
3776,2,3,5,50265
3777,1,2,5,23112
3778,1,3,1,61832
3779,2,5,3,98383
3780,1,1,1,46979
3781,2,7,12,54401
3782,2,3,1,94602
3783,1,3,8,97267
3784,2,3,2,98027
3785,2,3,21,93401
3786,2,3,1,94115
3787,2,3,1,94703
3788,2,2,1,94587
3789,2,3,1,94110
3790,2,3,18,94618
3791,1,6,19,60516
3792,1,3,7,68108
3793,1,2,5,21093
3794,2,2,5,53211
3795,2,2,5,91405
3796,1,5,15,02021
3797,1,3,8,02420
3798,1,3,8,48326
3799,1,2,1,17844
3800,1,2,2,45458
3801,1,2,13,36115
3802,1,2,1,94520
3803,2,4,10,19006
3804,1,3,7,06511
3805,2,4,2,89031
3806,1,2,5,55104
3807,2,4,20,32095
3808,1,3,8,60010
3809,1,4,7,20650
3810,1,6,8,20016
3811,1,3,16,98103
3812,1,4,18,78749
3813,1,4,8,80910
3814,1,3,16,98102
3815,1,3,18,53406
3816,2,3,4,90020
3817,1,4,4,20122
3818,1,5,18,32837
3819,1,3,13,36115
3820,1,3,18,90804
3821,1,3,21,44313
3822,1,5,21,98027
3823,1,7,8,93711
3824,1,3,18,32308
3825,1,2,2,06279
3826,1,3,2,48105
3827,1,6,3,87020
3828,1,3,21,92101
3829,2,3,2,22307
3830,1,2,5,60630
3831,2,2,7,84780
3832,2,3,8,43214
3833,1,3,2,68516
3834,1,2,3,02322
3835,1,3,8,40515
3836,2,6,9,84770
3837,1,3,18,28804
3838,2,3,15,10033
3839,1,6,15,02651
3840,2,3,1,02176
3841,1,5,19,26101
3842,2,4,17,92054
3843,2,1,11,32043
3844,1,2,5,73071
3845,1,3,13,94065
3846,1,4,1,33884
3847,1,3,8,12801
3848,1,3,16,70809
3849,1,4,1,14086
3850,1,2,4,92278
3851,1,3,13,60657
3852,1,6,17,60302
3853,1,3,15,92614
3854,1,3,15,30340
3855,1,3,18,20886
3856,2,4,21,93449
3857,1,2,15,08822
3858,2,5,10,63119
3859,1,3,1,89145
3860,1,5,18,44129
3861,1,2,5,12604
3862,1,3,18,10025
3863,1,3,1,94558
3864,1,6,21,29630
3865,2,1,11,95864
3866,1,5,15,63130
3867,1,4,4,45215
3868,1,2,13,73112
3869,1,2,18,63544
3870,1,3,18,95050
3871,1,2,5,64468
3872,1,3,2,14613
3873,2,5,3,94558
3874,1,3,8,92103
3875,1,3,1,66605
3876,1,3,1,11235
3877,1,5,2,33705
3878,1,4,17,22124
3879,1,3,4,83687
3880,1,3,8,54942
3881,1,2,3,44515
3882,1,7,15,55337
3883,1,6,17,78411
3884,1,2,5,78759
3885,1,3,13,92728
3886,1,4,8,95008
3887,1,2,5,80513
3888,1,5,18,02067
3889,1,5,7,66203
3890,1,2,5,33143
3891,2,7,17,90039
3892,1,3,21,91505
3893,1,3,7,79401
3894,1,4,17,02139
3895,2,4,1,20723
3896,1,4,1,60914
3897,1,7,18,92069
3898,1,5,12,01772
3899,1,3,18,02135
3900,2,3,15,55343
3901,1,2,15,85282
3902,1,3,6,46239
3903,1,3,1,02542
3904,1,1,11,48445
3905,1,3,18,36106
3906,1,6,18,54409
3907,2,2,15,22201
3908,1,3,1,10021
3909,1,2,18,19104
3910,1,3,21,91505
3911,1,2,1,92037
3912,1,3,5,19104
3913,1,2,18,40207
3914,1,4,5,84123
3915,2,4,4,71111
3916,1,3,5,02134
3917,2,4,10,60618
3918,1,3,19,30189
3919,1,5,1,73702
3920,1,4,18,63126
3921,1,3,15,95820
3922,1,2,5,53211
3923,1,4,3,92115
3924,1,6,13,90254
3925,1,3,13,77042
3926,1,3,3,94404
3927,2,3,17,67846
3928,1,3,1,55812
3929,1,3,6,80227
3930,1,7,4,52240
3931,1,3,6,92117
3932,1,3,8,49221
3933,2,4,7,48073
3934,1,3,1,44512
3935,1,4,19,72118
3936,2,4,13,01464
3937,1,7,3,92020
3938,1,3,3,92711
3939,1,5,8,91405
3940,1,4,21,32708
3941,1,5,18,40031
3942,1,2,5,49855
3943,2,4,8,98074
3944,2,4,17,80401
3945,2,5,2,96778
3946,2,3,13,22207
3947,1,3,1,90019
3948,2,5,13,61554
3949,1,5,1,44266
3950,1,3,5,60056
3951,2,2,5,60014
3952,2,5,2,12449
3953,1,3,13,55117
3954,1,2,5,32601
3955,1,4,1,12831
3956,1,3,1,94930
3957,1,4,12,40242
3958,1,5,8,46112
3959,2,5,2,03768
3960,2,4,15,55014
3961,1,3,2,45230
3962,2,7,1,98115
3963,1,6,21,30030
3964,1,7,17,66502
3965,1,2,12,65202
3966,1,3,1,30096
3967,2,2,3,13603
3968,1,3,3,02903
3969,1,7,8,12345
3970,2,3,3,02903
3971,2,2,5,80228
3972,2,3,7,23229
3973,1,3,8,60614
3974,1,4,1,30741
3975,2,3,6,43229
3976,2,3,1,44107
3977,1,4,15,22180
3978,1,4,14,78252
3979,2,6,10,59072
3980,1,3,5,66762
3981,2,5,1,97701
3982,1,7,14,95929
3983,1,3,1,30606
3984,1,3,8,75089
3985,1,5,17,01880
3986,1,3,8,33324
3987,2,2,5,01742
3988,2,3,15,60647
3989,1,6,13,30030
3990,1,3,17,17350
3991,1,3,8,33309
3992,1,3,5,32653
3993,1,3,1,22015
3994,1,6,8,43081
3995,1,4,18,22810
3996,1,2,15,32825
3997,1,4,18,45255
3998,1,5,1,74354
3999,1,4,18,30701
4000,1,4,8,08876
4001,2,3,2,01860
4002,1,5,17,20880
4003,1,7,14,46143
4004,1,6,1,21050
4005,1,4,8,12110
4006,1,1,8,48038
4007,1,4,13,88005
4008,1,2,2,92802
4009,1,2,8,44039
4010,1,3,15,94533
4011,1,3,18,85210
4012,1,2,5,49503
4013,1,3,2,77803
4014,1,3,1,48316
4015,2,5,4,75605
4016,1,6,1,33901
4017,1,3,15,17972
4018,2,5,21,75214
4019,1,4,18,54601
4020,1,3,7,77034
4021,1,6,21,95236
4022,1,4,15,53403
4023,2,4,10,32404
4024,1,3,6,45011
4025,2,7,7,77018
4026,1,3,8,68164
4027,2,3,8,12533
4028,1,3,5,02140
4029,2,7,4,21114
4030,1,4,8,89128
4031,1,3,1,42445
4032,1,3,13,56301
4033,1,3,7,43551
4034,1,3,1,21113
4035,1,2,5,45251
4036,1,3,2,46530
4037,1,6,17,80206
4038,1,6,7,11510
4039,1,3,17,97401
4040,1,3,21,75006
4041,1,2,4,48005
4042,1,4,16,94002
4043,2,3,16,94002
4044,2,4,4,95826
4045,1,7,14,40511
4046,1,5,18,53545
4047,1,2,5,30606
4048,2,4,2,89431
4049,1,5,12,33133
4050,1,4,7,60061
4051,1,2,15,01604
4052,1,3,3,43551
4053,1,3,19,36264
4054,1,4,4,68122
4055,1,6,1,98826
4056,1,1,11,28270
4057,1,4,7,18249
4058,1,3,7,73118
4059,1,3,15,80232
4060,1,3,19,55412
4061,1,6,7,32726
4062,1,3,8,60559
4063,2,4,2,29070
4064,1,5,1,20851
4065,2,5,6,48341
4066,1,3,1,19010
4067,1,5,21,91607
4068,1,7,4,89185
4069,1,4,16,19406
4070,1,3,16,93107
4071,1,3,18,33823
4072,1,6,7,93111
4073,1,3,7,70003
4074,1,4,7,78746
4075,1,3,17,47901
4076,1,3,18,55344
4077,2,4,3,22030
4078,1,3,16,28226
4079,1,4,18,26505
4080,1,4,2,48912
4081,1,2,13,19403
4082,1,3,21,79912
4083,1,7,15,92630
4084,1,7,14,14215
4085,2,3,7,79416
4086,2,1,11,55391
4087,1,1,5,63376
4088,1,3,4,77057
4089,1,3,8,79416
4090,1,7,7,77379
4091,1,3,18,55410
4092,2,3,1,19063
4093,1,3,5,70806
4094,1,3,18,49017
4095,1,3,1,10013
4096,1,3,16,60004
4097,1,3,8,63366
4098,1,4,8,53150
4099,1,4,18,94954
4100,1,7,7,77096
4101,1,2,5,23233
4102,1,1,11,48655
4103,1,2,17,11211
4104,1,2,17,42141
4105,1,6,8,34243
4106,1,3,17,95437
4107,2,3,1,23221
4108,1,4,18,77536
4109,1,4,4,97202
4110,2,5,8,41722
4111,1,3,16,32603
4112,1,5,19,47129
4113,1,4,18,58503
4114,1,4,15,48187
4115,1,3,16,99353
4116,1,4,8,07040
4117,1,2,5,43551
4118,1,3,4,91221
4119,1,6,2,39401
4120,1,3,17,71118
4121,1,5,8,08876
4122,1,2,20,82070
4123,2,3,5,46807
4124,1,3,19,62330
4125,1,4,3,13676
4126,1,3,18,53188
4127,1,6,18,16803
4128,1,4,7,60025
4129,1,7,12,12144
4130,1,4,7,48439
4131,1,5,8,97720
4132,1,3,18,80112
4133,1,5,5,77009
4134,2,5,13,85283
4135,1,1,11,46321
4136,1,6,17,60056
4137,1,3,8,91941
4138,1,3,8,91423
4139,1,7,15,40207
4140,1,3,1,32112
4141,1,4,18,95014
4142,1,7,8,01040
4143,2,3,6,60441
4144,1,2,5,02451
4145,2,6,2,78681
4146,1,4,18,44301
4147,2,6,8,02889
4148,2,4,8,55021
4149,1,4,2,32792
4150,1,3,1,29672
4151,1,5,21,43201
4152,1,3,15,74114
4153,1,6,18,16801
4154,1,3,2,29440
4155,1,6,18,85712
4156,1,7,21,95123
4157,1,6,19,97321
4158,2,1,11,90039
4159,2,6,10,01450
4160,1,4,21,10027
4161,1,5,1,90404
4162,2,3,15,23221
4163,1,7,8,08901
4164,1,4,2,50677
4165,2,3,15,94114
4166,2,3,8,75240
4167,1,3,21,22032
4168,2,5,7,37766
4169,1,6,1,66048
4170,1,5,8,53713
4171,1,7,17,79705
4172,1,4,8,19901
4173,2,2,12,29063
4174,2,4,4,20110
4175,1,4,1,66204
4176,1,5,8,19008
4177,1,4,18,90680
4178,2,6,17,08033
4179,2,4,21,94949
4180,1,7,14,13502
4181,2,3,8,33177
4182,1,3,19,80903
4183,1,3,2,91730
4184,1,6,8,32114
4185,1,3,15,90274
4186,1,3,8,33308
4187,2,7,21,63026
4188,1,6,8,74137
4189,1,4,15,91364
4190,1,5,18,89108
4191,2,5,16,55446
4192,1,4,18,77521
4193,1,7,14,93907
4194,1,2,5,60637
4195,2,7,14,95050
4196,1,4,15,14221
4197,2,5,2,18042
4198,1,2,5,80631
4199,2,3,10,32712
4200,1,5,8,10543
4201,2,3,1,65550
4202,1,3,8,21234
4203,1,3,19,58270
4204,1,4,8,06905
4205,2,3,16,87801
4206,2,4,2,22947
4207,1,4,2,90731
4208,2,4,1,90403
4209,1,7,1,37363
4210,1,3,18,85710
4211,1,5,6,77662
4212,1,7,19,56716
4213,1,4,8,63125
4214,2,3,1,20121
4215,1,3,8,77006
4216,1,3,18,01752
4217,1,2,5,18042
4218,1,6,18,23233
4219,1,4,18,95125
4220,1,4,1,97225
4221,1,4,5,53818
4222,2,5,18,55976
4223,2,4,18,60148
4224,2,5,2,48198
4225,2,3,4,48197
4226,2,4,7,76021
4227,1,3,20,11414
4228,1,6,19,20706
4229,1,4,18,94010
4230,1,7,14,34235
4231,2,6,19,20706
4232,2,4,21,75287
4233,1,4,5,37917
4234,2,5,4,48130
4235,1,6,3,90029
4236,2,3,4,07960
4237,1,3,15,77450
4238,1,4,17,44691
4239,1,6,8,52402
4240,1,4,18,55330
4241,1,4,8,11767
4242,1,6,8,78704
4243,1,7,8,32137
4244,1,4,18,48146
4245,1,6,13,44286
4246,2,4,8,48034
4247,1,3,5,82601
4248,1,3,5,26508
4249,2,2,18,65203
4250,2,6,1,33313
4251,1,5,8,60139
4252,2,4,4,28262
4253,1,5,12,03301
4254,1,3,18,38654
4255,1,6,13,13041
4256,2,1,3,78945
4257,1,6,17,38122
4258,1,3,18,19711
4259,1,4,18,45380
4260,1,3,17,59079
4261,2,4,7,07950
4262,2,4,7,06512
4263,1,3,8,40205
4264,1,5,2,60102
4265,1,3,13,03060
4266,1,7,14,78681
4267,1,4,8,02171
4268,2,5,21,04046
4269,1,4,19,27603
4270,1,5,8,13211
4271,1,4,8,83405
4272,1,5,18,37923
4273,1,5,14,30030
4274,2,5,2,04258
4275,2,5,17,14468
4276,2,5,1,96821
4277,1,4,17,98133
4278,2,5,8,09094
4279,1,3,17,43215
4280,1,4,18,27587
4281,1,7,14,92120
4282,1,4,1,15801
4283,2,3,10,98632
4284,1,6,8,40601
4285,1,4,1,62704
4286,1,4,18,11554
4287,1,3,8,35244
4288,2,3,10,46580
4289,1,4,15,32068
4290,1,3,18,98661
4291,1,4,15,98125
4292,1,3,1,98178
4293,2,5,10,55391
4294,1,1,11,75633
4295,1,2,19,90605
4296,1,7,7,33030
4297,1,5,16,55391
4298,2,2,15,85705
4299,2,3,3,43617
4300,2,2,5,98125
4301,1,4,12,38135
4302,1,6,2,45385
4303,1,3,3,91910
4304,1,2,1,46250
4305,2,5,18,27616
4306,1,5,8,67301
4307,1,3,1,94122
4308,1,3,1,33702
4309,1,3,1,36301
4310,1,3,5,57006
4311,1,6,14,68502
4312,1,3,19,78757
4313,2,3,8,07067
4314,1,3,18,79925
4315,1,2,5,44266
4316,1,3,7,75080
4317,2,4,15,60202
4318,1,3,6,02891
4319,1,4,8,44125
4320,1,3,6,89114
4321,1,5,8,80525
4322,2,6,7,75605
4323,1,2,5,82072
4324,1,3,6,60010
4325,1,3,1,30082
4326,2,5,14,94931
4327,1,4,18,37221
4328,1,6,4,75650
4329,2,3,15,78232
4330,2,5,7,85719
4331,1,4,7,45011
4332,2,3,4,60606
4333,1,6,3,33134
4334,1,3,2,70458
4335,1,4,1,74011
4336,2,3,1,40241
4337,1,2,21,76135
4338,2,2,6,46222
4339,1,3,3,78748
4340,2,3,18,76021
4341,1,4,18,33433
4342,1,3,1,66614
4343,1,3,13,75007
4344,1,3,2,44240
4345,2,3,15,44304
4346,1,2,18,45701
4347,2,2,21,77304
4348,1,5,1,30189
4349,1,2,3,95843
4350,1,2,3,29118
4351,1,3,13,37919
4352,1,2,5,11010
4353,1,3,8,11215
4354,1,4,15,78611
4355,1,6,15,08028
4356,1,4,17,85730
4357,2,4,10,83616
4358,1,4,18,04457
4359,1,2,5,33168
4360,2,3,10,98001
4361,1,4,16,83616
4362,1,3,18,85016
4363,1,4,15,91602
4364,1,3,19,98001
4365,2,6,17,46350
4366,1,2,16,02215
4367,1,4,1,52057
4368,1,2,18,22043
4369,1,6,8,30306
4370,1,3,17,07701
4371,2,2,5,63109
4372,1,4,18,75010
4373,1,6,13,32920
4374,1,2,5,43201
4375,2,3,6,40241
4376,2,3,6,27203
4377,1,3,1,32444
4378,1,2,18,06040
4379,1,3,5,27278
4380,2,3,2,37153
4381,1,3,5,65804
4382,1,3,19,14620
4383,2,2,5,93940
4384,1,3,1,43623
4385,1,3,5,93940
4386,1,3,6,74055
4387,2,2,5,63109
4388,1,5,4,75074
4389,1,3,5,48072
4390,1,3,1,11201
4391,2,2,5,43402
4392,1,2,5,43402
4393,1,2,5,43402
4394,1,3,5,43402
4395,1,6,7,43402
4396,1,2,2,44221
4397,1,2,5,43402
4398,2,2,5,43612
4399,2,2,5,43403
4400,2,2,5,43402
4401,1,2,5,10027
4402,2,2,15,43614
4403,1,3,16,90066
4404,1,3,2,57106
4405,1,3,15,98103
4406,1,3,17,80013
4407,1,2,5,02143
4408,2,5,3,19033
4409,1,3,15,65023
4410,1,2,20,40475
4411,1,2,5,92122
4412,1,2,5,16802
4413,1,1,14,37130
4414,1,3,5,40504
4415,1,2,1,02215
4416,1,2,5,02134
4417,1,3,16,02135
4418,2,6,1,02139
4419,2,5,13,15801
4420,1,3,16,92557
4421,1,5,1,90024
4422,1,3,6,10463
4423,1,2,5,52241
4424,1,3,8,94109
4425,1,4,8,98607
4426,1,5,18,93401
4427,1,2,1,51104
4428,1,3,15,46940
4429,1,3,6,85705
4430,2,3,1,94403
4431,1,1,15,80401
4432,1,3,13,21045
4433,1,3,1,43081
4434,2,4,8,60201
4435,1,3,8,76904
4436,1,3,13,19067
4437,2,4,6,47129
4438,1,6,1,11947
4439,1,4,7,37664
4440,1,4,2,81005
4441,1,2,5,98105
4442,1,6,16,94303
4443,1,7,3,91321
4444,2,3,13,80126
4445,1,3,4,19806
4446,1,2,19,60435
4447,1,5,6,32953
4448,1,3,15,06880
4449,1,3,13,27513
4450,1,3,16,60611
4451,1,3,15,30101
4452,2,3,8,78666
4453,1,4,1,95667
4454,1,3,21,11122
4455,1,4,8,27511
4456,2,4,3,49770
4457,1,4,15,95492
4458,2,3,5,15701
4459,1,3,2,28027
4460,1,3,15,70005
4461,1,3,21,81101
4462,2,3,1,60156
4463,1,6,8,07405
4464,2,6,2,62052
4465,1,2,5,02148
4466,1,4,12,10022
4467,2,6,7,15333
4468,2,4,8,75601
4469,2,5,13,92037
4470,1,4,13,15089
4471,1,3,7,94108
4472,2,5,17,14424
4473,1,4,2,94121
4474,1,4,8,28805
4475,1,2,5,10020
4476,1,5,2,50588
4477,1,3,8,98908
4478,1,1,13,02138
4479,1,6,14,33015
4480,1,3,1,94403
4481,1,3,19,26104
4482,2,4,2,94044
4483,2,3,7,72703
4484,2,3,18,94613
4485,1,3,5,64112
4486,1,4,9,98674
4487,1,3,8,01850
4488,1,4,8,72703
4489,1,2,5,78613
4490,1,4,6,70123
4491,1,2,5,52405
4492,1,7,14,45322
4493,2,1,11,10025
4494,1,5,1,33460
4495,1,2,5,22906
4496,1,5,3,06513
4497,1,6,1,29678
4498,1,6,8,76054
4499,1,3,7,62702
4500,1,6,8,76054
4501,1,3,18,94118
4502,1,6,1,01379
4503,1,7,2,85374
4504,2,3,1,65775
4505,1,6,8,39648
4506,1,6,17,29464
4507,1,2,5,61820
4508,1,3,21,15701
4509,1,3,8,38261
4510,1,5,8,92503
4511,1,4,8,62234
4512,1,3,2,16508
4513,1,7,1,61704
4514,1,2,4,48604
4515,1,7,14,29449
4516,1,2,5,53142
4517,2,2,2,48067
4518,1,3,1,80903
4519,1,6,8,38135
4520,1,3,5,45810
4521,1,4,13,15202
4522,1,5,2,81004
4523,1,2,3,55304
4524,1,3,3,55113
4525,1,3,15,10021
4526,1,3,21,10012
4527,1,2,1,38111
4528,1,3,15,27605
4529,1,4,7,84102
4530,2,4,2,92103
4531,1,2,5,85701
4532,1,3,8,10025
4533,1,3,13,53045
4534,1,2,5,72202
4535,1,2,20,17517
4536,1,2,13,53715
4537,2,5,2,01379
4538,1,3,13,09564
4539,1,4,20,01054
4540,2,3,15,94301
4541,1,1,11,55427
4542,1,4,1,94610
4543,1,3,3,11105
4544,1,7,2,53705
4545,1,3,17,47274
4546,1,3,8,49686
4547,1,2,13,02115
4548,1,2,3,27514
4549,2,1,11,99016
4550,1,2,17,24541
4551,1,2,13,60622
4552,1,3,1,22306
4553,2,4,17,48237
4554,2,3,10,48306
4555,2,2,10,73008
4556,1,5,17,55011
4557,1,3,15,02134
4558,1,4,15,48217
4559,1,3,8,05346
4560,1,3,1,69301
4561,2,3,10,84037
4562,1,4,11,94133
4563,2,3,7,22903
4564,1,4,13,19107
4565,1,4,15,94085
4566,1,4,18,19473
4567,1,2,5,98105
4568,2,3,5,90034
4569,1,3,1,21532
4570,1,5,18,60185
4571,1,4,8,21013
4572,2,1,11,17036
4573,1,6,17,11963
4574,1,3,5,60614
4575,2,1,11,03608
4576,2,3,8,48237
4577,1,4,8,48306
4578,1,3,1,02134
4579,2,2,5,63332
4580,2,7,14,97113
4581,1,3,2,19103
4582,2,3,1,55408
4583,1,6,2,48371
4584,2,5,1,11372
4585,1,4,8,30324
4586,1,3,5,01604
4587,1,4,15,07920
4588,2,3,5,48042
4589,1,3,18,02139
4590,2,2,21,55104
4591,1,3,16,02143
4592,1,2,5,66044
4593,2,5,2,43202
4594,1,4,17,55303
4595,1,3,19,97034
4596,2,2,5,94611
4597,2,3,5,22207
4598,2,4,4,48237
4599,2,4,1,04287
4600,1,3,1,46240
4601,1,4,15,55415
4602,1,4,8,10021
4603,2,4,3,33619
4604,1,3,16,10461
4605,1,3,16,92656
4606,2,1,11,90291
4607,1,3,1,27403
4608,2,3,1,02144
4609,2,3,5,53951
4610,2,3,5,53951
4611,2,2,5,78705
4612,2,2,5,94702
4613,1,3,13,41042
4614,2,5,2,10469
4615,1,3,18,61615
4616,1,3,21,11717
4617,2,3,7,55433
4618,1,3,15,97202
4619,2,3,2,97225
4620,2,2,18,94606
4621,1,3,5,94305
4622,1,3,13,55433
4623,1,3,17,22207
4624,1,3,13,84062
4625,1,3,8,92691
4626,1,3,15,97219
4627,1,7,2,45224
4628,2,7,7,23225
4629,2,2,5,94309
4630,2,3,5,94610
4631,1,2,5,94111
4632,1,3,1,98040
4633,1,1,1,48302
4634,1,6,21,98119
4635,1,2,5,94703
4636,1,2,3,10010
4637,2,4,10,48302
4638,1,3,5,55417
4639,1,4,12,20895
4640,1,3,5,55417
4641,1,3,8,20016
4642,1,3,1,44691
4643,1,3,1,98115
4644,1,6,2,19481
4645,2,6,7,48094
4646,2,3,7,90405
4647,1,4,21,80222
4648,1,2,5,73071
4649,1,7,14,10025
4650,1,3,8,30041
4651,2,5,1,10036
4652,2,3,8,94115
4653,1,4,13,95051
4654,1,4,21,94574
4655,2,3,2,92037
4656,1,3,18,94041
4657,1,5,15,55416
4658,1,3,5,99163
4659,2,3,15,37076
4660,2,2,5,06074
4661,1,5,16,85255
4662,2,2,5,84109
4663,1,3,5,92037
4664,2,5,8,77006
4665,1,4,3,03431
4666,1,4,2,53704
4667,1,3,15,94117
4668,1,4,15,74012
4669,1,4,8,19004
4670,1,4,6,91343
4671,1,3,13,94043
4672,1,7,14,94306
4673,1,4,17,94705
4674,2,4,8,08318
4675,2,2,5,27514
4676,1,5,15,46038
4677,1,6,7,05055
4678,1,4,3,90292
4679,1,7,14,76051
4680,1,4,1,04473
4681,2,4,16,06119
4682,1,3,8,05346
4683,1,3,1,22101
4684,2,3,1,04473
4685,1,4,2,55454
4686,1,2,2,50201
4687,1,4,15,01746
4688,1,3,10,44310
4689,1,2,13,02215
4690,2,1,11,79605
4691,2,5,18,55419
4692,2,3,8,78703
4693,1,2,2,60626
4694,1,7,8,40505
4695,1,2,19,56002
4696,1,2,13,10027
4697,1,2,11,79605
4698,2,3,7,55417
4699,2,2,1,91765
4700,2,2,5,48109
4701,1,5,18,18036
4702,1,3,12,13031
4703,1,3,8,02035
4704,1,2,21,02601
4705,2,2,1,75115
4706,1,3,15,68502
4707,1,1,1,92804
4708,1,3,1,60647
4709,1,5,1,06804
4710,2,4,17,24450
4711,1,3,18,32250
4712,1,4,18,03824
4713,1,3,18,90245
4714,1,6,2,55405
4715,1,3,3,97205
4716,2,3,17,02465
4717,1,5,18,48310
4718,1,4,8,03885
4719,2,4,10,02816
4720,1,3,3,90035
4721,1,4,12,95405
4722,1,4,13,55122
4723,1,4,8,90014
4724,2,7,7,01852
4725,1,4,6,96707
4726,2,4,17,95828
4727,2,7,1,98801
4728,1,3,20,31401
4729,1,6,17,55347
4730,1,6,12,04102
4731,1,3,18,98033
4732,1,3,15,24450
4733,1,2,19,52301
4734,1,6,2,93105
4735,1,5,4,50312
4736,1,2,21,91505
4737,1,4,17,19003
4738,1,7,2,23608
4739,1,3,4,32580
4740,2,3,4,38134
4741,1,4,8,15203
4742,1,3,4,94118
